Ticker,close,date,high,low,month,open,volume,month_folder
TATASTEEL,130.0,2023-12-01 05:30:00,130.3,128.05,2023-12,128.9,31192397,2023-12
TATASTEEL,131.0,2023-12-04 05:30:00,132.35,130.4,2023-12,132.2,41230928,2023-12
TATASTEEL,131.6,2023-12-05 05:30:00,132.45,130.0,2023-12,131.0,35192149,2023-12
TATASTEEL,131.85,2023-12-06 05:30:00,133.4,130.8,2023-12,132.5,40753593,2023-12
TATASTEEL,130.0,2023-12-07 05:30:00,132.2,129.8,2023-12,131.7,34686333,2023-12
TATASTEEL,129.2,2023-12-08 05:30:00,131.4,127.95,2023-12,130.15,34393711,2023-12
TATASTEEL,130.05,2023-12-11 05:30:00,130.5,128.75,2023-12,129.85,24038059,2023-12
TATASTEEL,130.1,2023-12-12 05:30:00,132.15,129.7,2023-12,130.05,30696410,2023-12
TATASTEEL,131.4,2023-12-13 05:30:00,131.5,129.15,2023-12,130.55,22767972,2023-12
TATASTEEL,132.0,2023-12-14 05:30:00,133.25,131.5,2023-12,132.3,43372143,2023-12
TATASTEEL,136.45,2023-12-15 05:30:00,136.75,133.0,2023-12,133.4,77377446,2023-12
TATASTEEL,136.6,2023-12-18 05:30:00,137.6,135.1,2023-12,136.85,38461877,2023-12
TATASTEEL,135.4,2023-12-19 05:30:00,137.6,134.8,2023-12,136.65,27726431,2023-12
TATASTEEL,129.75,2023-12-20 05:30:00,136.15,128.75,2023-12,135.9,39495961,2023-12
TATASTEEL,131.0,2023-12-21 05:30:00,131.45,127.85,2023-12,128.7,34914399,2023-12
TATASTEEL,133.55,2023-12-22 05:30:00,134.75,131.75,2023-12,132.4,37357334,2023-12
TATASTEEL,135.2,2023-12-26 05:30:00,136.1,134.45,2023-12,134.7,25936447,2023-12
TATASTEEL,137.2,2023-12-27 05:30:00,138.9,135.5,2023-12,135.85,48101400,2023-12
TATASTEEL,138.15,2023-12-28 05:30:00,138.75,136.85,2023-12,138.15,34661176,2023-12
TATASTEEL,139.6,2023-12-29 05:30:00,141.25,137.15,2023-12,138.6,49202910,2023-12
TATASTEEL,139.85,2024-01-01 05:30:00,140.95,139.05,2024-01,140.0,21186105,2024-01
TATASTEEL,139.6,2024-01-02 05:30:00,140.6,137.05,2024-01,140.5,27764060,2024-01
TATASTEEL,135.35,2024-01-03 05:30:00,139.6,134.35,2024-01,139.5,45176618,2024-01
TATASTEEL,134.25,2024-01-04 05:30:00,136.35,134.0,2024-01,136.0,43913498,2024-01
TATASTEEL,133.65,2024-01-05 05:30:00,135.95,132.85,2024-01,135.0,71330190,2024-01
TATASTEEL,132.0,2024-01-08 05:30:00,135.95,131.75,2024-01,135.3,39559717,2024-01
TATASTEEL,133.65,2024-01-09 05:30:00,134.8,132.5,2024-01,133.5,30736868,2024-01
TATASTEEL,134.1,2024-01-10 05:30:00,134.7,132.1,2024-01,133.8,27213624,2024-01
TATASTEEL,134.9,2024-01-11 05:30:00,135.65,134.2,2024-01,134.85,23113349,2024-01
TATASTEEL,135.3,2024-01-12 05:30:00,136.25,134.65,2024-01,135.8,32883921,2024-01
TATASTEEL,134.9,2024-01-15 05:30:00,136.25,133.95,2024-01,136.0,34158775,2024-01
TATASTEEL,137.25,2024-01-16 05:30:00,138.5,134.0,2024-01,134.7,56361287,2024-01
TATASTEEL,131.65,2024-01-17 05:30:00,135.75,131.4,2024-01,135.45,58982971,2024-01
TATASTEEL,131.0,2024-01-18 05:30:00,132.25,128.2,2024-01,131.65,45273496,2024-01
TATASTEEL,134.25,2024-01-19 05:30:00,134.7,131.6,2024-01,132.6,32653013,2024-01
TATASTEEL,133.95,2024-01-20 05:30:00,135.2,133.3,2024-01,134.25,16578179,2024-01
TATASTEEL,130.1,2024-01-23 05:30:00,135.2,129.3,2024-01,134.8,35373970,2024-01
TATASTEEL,135.15,2024-01-24 05:30:00,135.55,130.1,2024-01,130.2,39340119,2024-01
TATASTEEL,133.75,2024-01-25 05:30:00,136.5,132.0,2024-01,136.5,61358839,2024-01
TATASTEEL,135.0,2024-01-29 05:30:00,135.4,133.5,2024-01,134.7,29745400,2024-01
TATASTEEL,134.7,2024-01-30 05:30:00,137.7,134.5,2024-01,135.6,35704185,2024-01
TATASTEEL,135.95,2024-01-31 05:30:00,136.7,134.5,2024-01,135.0,36079354,2024-01
TATASTEEL,134.8,2024-02-01 05:30:00,136.75,134.5,2024-02,136.4,31701793,2024-02
TATASTEEL,138.7,2024-02-02 05:30:00,139.6,134.8,2024-02,135.3,69296192,2024-02
TATASTEEL,141.55,2024-02-05 05:30:00,143.35,139.35,2024-02,140.0,80737626,2024-02
TATASTEEL,144.65,2024-02-06 05:30:00,145.1,140.45,2024-02,143.0,53192936,2024-02
TATASTEEL,144.4,2024-02-07 05:30:00,147.4,144.05,2024-02,146.85,61517064,2024-02
TATASTEEL,143.65,2024-02-08 05:30:00,145.65,143.05,2024-02,145.3,38997666,2024-02
TATASTEEL,141.3,2024-02-09 05:30:00,144.45,139.15,2024-02,144.2,35961925,2024-02
TATASTEEL,137.4,2024-02-12 05:30:00,142.95,136.65,2024-02,142.0,36477544,2024-02
TATASTEEL,137.85,2024-02-13 05:30:00,138.25,134.1,2024-02,137.75,39155909,2024-02
TATASTEEL,141.2,2024-02-14 05:30:00,141.5,135.75,2024-02,137.0,29141690,2024-02
TATASTEEL,141.2,2024-02-15 05:30:00,143.45,141.0,2024-02,141.5,31587387,2024-02
TATASTEEL,142.3,2024-02-16 05:30:00,143.45,141.5,2024-02,142.05,22316127,2024-02
TATASTEEL,141.95,2024-02-19 05:30:00,143.35,141.35,2024-02,142.95,16973568,2024-02
TATASTEEL,141.05,2024-02-20 05:30:00,142.25,140.05,2024-02,141.95,24291123,2024-02
TATASTEEL,143.9,2024-02-21 05:30:00,146.2,141.45,2024-02,141.55,88000833,2024-02
TATASTEEL,145.9,2024-02-22 05:30:00,146.15,143.5,2024-02,145.0,46728176,2024-02
TATASTEEL,145.45,2024-02-23 05:30:00,147.1,145.0,2024-02,146.4,28414697,2024-02
TATASTEEL,142.65,2024-02-26 05:30:00,145.95,142.25,2024-02,145.85,22570277,2024-02
TATASTEEL,144.2,2024-02-27 05:30:00,144.5,142.0,2024-02,142.65,24119469,2024-02
TATASTEEL,140.75,2024-02-28 05:30:00,144.95,140.05,2024-02,144.05,20721926,2024-02
TATASTEEL,140.85,2024-02-29 05:30:00,141.85,139.4,2024-02,140.8,32248156,2024-02
TATASTEEL,149.95,2024-03-01 05:30:00,150.65,143.0,2024-03,143.0,123709943,2024-03
TATASTEEL,155.25,2024-03-02 05:30:00,156.2,151.0,2024-03,152.0,21643047,2024-03
TATASTEEL,153.1,2024-03-04 05:30:00,154.9,151.05,2024-03,154.9,67577785,2024-03
TATASTEEL,151.85,2024-03-05 05:30:00,154.0,150.75,2024-03,153.2,37165490,2024-03
TATASTEEL,151.6,2024-03-06 05:30:00,152.65,147.9,2024-03,151.8,51782444,2024-03
TATASTEEL,157.25,2024-03-07 05:30:00,159.15,152.25,2024-03,152.4,124847699,2024-03
TATASTEEL,153.45,2024-03-11 05:30:00,158.9,153.0,2024-03,158.9,54155385,2024-03
TATASTEEL,152.5,2024-03-12 05:30:00,154.55,150.9,2024-03,154.2,34947937,2024-03
TATASTEEL,143.65,2024-03-13 05:30:00,152.9,142.5,2024-03,152.8,70937597,2024-03
TATASTEEL,142.45,2024-03-14 05:30:00,143.95,138.35,2024-03,143.6,91956952,2024-03
TATASTEEL,141.7,2024-03-15 05:30:00,143.7,139.85,2024-03,142.9,68482621,2024-03
TATASTEEL,149.7,2024-03-18 05:30:00,150.25,142.2,2024-03,142.55,166913078,2024-03
TATASTEEL,148.75,2024-03-19 05:30:00,152.45,147.6,2024-03,149.0,105004268,2024-03
TATASTEEL,145.65,2024-03-20 05:30:00,150.65,143.85,2024-03,149.6,77550319,2024-03
TATASTEEL,150.1,2024-03-21 05:30:00,151.2,147.8,2024-03,148.0,84225737,2024-03
TATASTEEL,151.8,2024-03-22 05:30:00,152.75,148.35,2024-03,149.0,68241556,2024-03
TATASTEEL,152.4,2024-03-26 05:30:00,153.4,150.5,2024-03,151.15,52965508,2024-03
TATASTEEL,152.7,2024-03-27 05:30:00,154.1,152.0,2024-03,152.45,35328794,2024-03
TATASTEEL,155.85,2024-03-28 05:30:00,157.0,152.7,2024-03,152.7,62575327,2024-03
TATASTEEL,163.15,2024-04-01 05:30:00,163.9,156.5,2024-04,156.8,84583929,2024-04
TATASTEEL,164.65,2024-04-02 05:30:00,165.5,161.8,2024-04,162.95,69533405,2024-04
TATASTEEL,163.65,2024-04-03 05:30:00,166.25,163.1,2024-04,164.65,50938559,2024-04
TATASTEEL,163.4,2024-04-04 05:30:00,165.95,161.0,2024-04,165.55,61094750,2024-04
TATASTEEL,163.35,2024-04-05 05:30:00,164.15,160.8,2024-04,163.9,44668121,2024-04
TATASTEEL,165.2,2024-04-08 05:30:00,166.95,164.2,2024-04,166.95,48255703,2024-04
TATASTEEL,166.0,2024-04-09 05:30:00,169.8,165.2,2024-04,166.0,63884687,2024-04
TATASTEEL,165.05,2024-04-10 05:30:00,169.2,164.5,2024-04,167.3,64134758,2024-04
TATASTEEL,163.5,2024-04-12 05:30:00,166.0,163.0,2024-04,166.0,55317636,2024-04
TATASTEEL,160.85,2024-04-15 05:30:00,164.7,158.6,2024-04,161.8,66426404,2024-04
TATASTEEL,160.05,2024-04-16 05:30:00,162.45,159.0,2024-04,160.85,41391261,2024-04
TATASTEEL,160.05,2024-04-18 05:30:00,164.0,159.15,2024-04,160.9,68093672,2024-04
TATASTEEL,162.1,2024-04-19 05:30:00,162.5,157.3,2024-04,160.0,60078229,2024-04
TATASTEEL,161.85,2024-04-22 05:30:00,164.7,161.5,2024-04,163.8,39304790,2024-04
TATASTEEL,161.15,2024-04-23 05:30:00,163.5,160.8,2024-04,163.5,30295177,2024-04
TATASTEEL,165.55,2024-04-24 05:30:00,166.9,161.45,2024-04,162.45,59894921,2024-04
TATASTEEL,167.7,2024-04-25 05:30:00,168.0,164.15,2024-04,165.4,50128523,2024-04
TATASTEEL,165.8,2024-04-26 05:30:00,170.7,165.25,2024-04,168.0,65355111,2024-04
TATASTEEL,167.4,2024-04-29 05:30:00,169.6,166.9,2024-04,168.2,44906151,2024-04
TATASTEEL,165.0,2024-04-30 05:30:00,168.4,164.5,2024-04,168.4,55043389,2024-04
TATASTEEL,167.35,2024-05-02 05:30:00,168.9,165.0,2024-05,165.0,69320283,2024-05
TATASTEEL,166.5,2024-05-03 05:30:00,170.75,165.15,2024-05,168.95,62573586,2024-05
TATASTEEL,167.6,2024-05-06 05:30:00,168.65,164.7,2024-05,167.95,37621296,2024-05
TATASTEEL,164.25,2024-05-07 05:30:00,167.95,162.3,2024-05,167.95,43611824,2024-05
TATASTEEL,166.05,2024-05-08 05:30:00,167.1,163.5,2024-05,164.2,30128705,2024-05
TATASTEEL,161.9,2024-05-09 05:30:00,166.7,161.5,2024-05,165.95,30223088,2024-05
TATASTEEL,162.25,2024-05-10 05:30:00,164.35,161.85,2024-05,163.2,31472419,2024-05
TATASTEEL,163.85,2024-05-13 05:30:00,164.5,158.05,2024-05,162.45,36561003,2024-05
TATASTEEL,164.95,2024-05-14 05:30:00,166.55,163.5,2024-05,164.1,46261468,2024-05
TATASTEEL,165.6,2024-05-15 05:30:00,167.55,164.95,2024-05,164.95,29601304,2024-05
TATASTEEL,165.9,2024-05-16 05:30:00,168.0,162.3,2024-05,167.25,41126570,2024-05
TATASTEEL,167.35,2024-05-17 05:30:00,168.45,165.45,2024-05,166.6,39181277,2024-05
TATASTEEL,167.9,2024-05-18 05:30:00,168.3,167.3,2024-05,168.0,3601856,2024-05
TATASTEEL,174.35,2024-05-21 05:30:00,175.2,167.95,2024-05,168.5,84833644,2024-05
TATASTEEL,173.3,2024-05-22 05:30:00,175.5,171.5,2024-05,175.45,42919832,2024-05
TATASTEEL,175.5,2024-05-23 05:30:00,175.8,170.5,2024-05,173.05,49377680,2024-05
TATASTEEL,174.85,2024-05-24 05:30:00,177.55,174.15,2024-05,174.95,38674485,2024-05
TATASTEEL,175.5,2024-05-27 05:30:00,177.7,174.85,2024-05,177.7,30410585,2024-05
TATASTEEL,174.9,2024-05-28 05:30:00,177.5,173.45,2024-05,175.9,39208456,2024-05
TATASTEEL,174.25,2024-05-29 05:30:00,176.0,173.5,2024-05,174.75,36575550,2024-05
TATASTEEL,164.15,2024-05-30 05:30:00,172.0,163.35,2024-05,172.0,108813875,2024-05
TATASTEEL,167.2,2024-05-31 05:30:00,167.95,164.0,2024-05,166.05,83713848,2024-05
TATASTEEL,174.25,2024-06-03 05:30:00,175.0,168.85,2024-06,173.25,86397540,2024-06
TATASTEEL,158.95,2024-06-04 05:30:00,174.65,148.15,2024-06,174.5,125042158,2024-06
TATASTEEL,169.2,2024-06-05 05:30:00,169.6,159.0,2024-06,162.15,60098501,2024-06
TATASTEEL,172.05,2024-06-06 05:30:00,174.7,169.4,2024-06,170.0,57920819,2024-06
TATASTEEL,178.9,2024-06-07 05:30:00,179.65,170.8,2024-06,172.0,84319867,2024-06
TATASTEEL,180.29,2024-06-10 05:30:00,182.1,177.36,2024-06,180.21,74286848,2024-06
TATASTEEL,181.33,2024-06-11 05:30:00,183.75,180.5,2024-06,180.5,55555544,2024-06
TATASTEEL,182.23,2024-06-12 05:30:00,183.87,181.5,2024-06,182.25,33304643,2024-06
TATASTEEL,182.56,2024-06-13 05:30:00,184.1,180.51,2024-06,183.4,36669164,2024-06
TATASTEEL,183.15,2024-06-14 05:30:00,183.5,181.4,2024-06,182.95,28509237,2024-06
TATASTEEL,181.12,2024-06-18 05:30:00,184.6,180.6,2024-06,183.8,35032118,2024-06
TATASTEEL,180.02,2024-06-19 05:30:00,182.49,179.31,2024-06,182.45,27476795,2024-06
TATASTEEL,182.28,2024-06-20 05:30:00,182.95,179.37,2024-06,181.6,38837494,2024-06
TATASTEEL,179.94,2024-06-21 05:30:00,180.9,178.18,2024-06,179.4,65494855,2024-06
TATASTEEL,177.96,2024-06-24 05:30:00,178.95,175.1,2024-06,177.44,47597307,2024-06
TATASTEEL,175.68,2024-06-25 05:30:00,179.0,175.25,2024-06,177.99,30599989,2024-06
TATASTEEL,172.56,2024-06-26 05:30:00,176.0,171.84,2024-06,175.68,44006436,2024-06
TATASTEEL,174.16,2024-06-27 05:30:00,174.95,171.8,2024-06,172.56,49767976,2024-06
TATASTEEL,174.01,2024-06-28 05:30:00,177.1,173.57,2024-06,174.17,37521949,2024-06
TATASTEEL,174.07,2024-07-01 05:30:00,175.99,173.51,2024-07,174.5,27807688,2024-07
TATASTEEL,174.54,2024-07-02 05:30:00,175.75,173.6,2024-07,174.47,33359495,2024-07
TATASTEEL,176.37,2024-07-03 05:30:00,176.88,174.4,2024-07,174.54,29090492,2024-07
TATASTEEL,176.29,2024-07-04 05:30:00,178.19,175.82,2024-07,177.0,29504744,2024-07
TATASTEEL,174.71,2024-07-05 05:30:00,176.2,173.4,2024-07,176.2,38123217,2024-07
TATASTEEL,172.28,2024-07-08 05:30:00,175.47,172.09,2024-07,174.6,31479861,2024-07
TATASTEEL,171.8,2024-07-09 05:30:00,173.7,171.51,2024-07,173.6,25127904,2024-07
TATASTEEL,167.98,2024-07-10 05:30:00,172.89,167.02,2024-07,172.5,41525591,2024-07
TATASTEEL,168.92,2024-07-11 05:30:00,170.95,168.67,2024-07,170.0,33987236,2024-07
TATASTEEL,168.69,2024-07-12 05:30:00,170.39,168.01,2024-07,170.2,33311402,2024-07
TATASTEEL,166.76,2024-07-15 05:30:00,168.99,165.8,2024-07,168.69,32635187,2024-07
TATASTEEL,167.07,2024-07-16 05:30:00,169.82,166.7,2024-07,167.8,26506026,2024-07
TATASTEEL,166.36,2024-07-18 05:30:00,167.61,164.44,2024-07,167.61,36568852,2024-07
TATASTEEL,157.77,2024-07-19 05:30:00,166.09,157.2,2024-07,166.0,77987514,2024-07
TATASTEEL,160.32,2024-07-22 05:30:00,160.7,156.41,2024-07,158.4,40353690,2024-07
TATASTEEL,160.02,2024-07-23 05:30:00,161.97,155.0,2024-07,161.6,37077411,2024-07
TATASTEEL,160.31,2024-07-24 05:30:00,162.02,159.19,2024-07,160.02,28086566,2024-07
TATASTEEL,157.39,2024-07-25 05:30:00,158.5,156.9,2024-07,158.5,45155876,2024-07
TATASTEEL,162.55,2024-07-26 05:30:00,162.95,158.21,2024-07,158.75,45642032,2024-07
TATASTEEL,162.87,2024-07-29 05:30:00,164.7,162.33,2024-07,164.7,31754833,2024-07
TATASTEEL,164.07,2024-07-30 05:30:00,165.3,161.31,2024-07,162.9,42824600,2024-07
TATASTEEL,165.33,2024-07-31 05:30:00,166.5,163.55,2024-07,166.29,52769925,2024-07
TATASTEEL,163.06,2024-08-01 05:30:00,168.95,160.9,2024-08,168.2,118341338,2024-08
TATASTEEL,158.22,2024-08-02 05:30:00,161.19,154.72,2024-08,161.0,72427529,2024-08
TATASTEEL,149.82,2024-08-05 05:30:00,154.0,149.0,2024-08,153.66,102883971,2024-08
TATASTEEL,150.32,2024-08-06 05:30:00,153.8,149.61,2024-08,151.21,53507102,2024-08
TATASTEEL,153.86,2024-08-07 05:30:00,154.3,151.9,2024-08,153.7,32029697,2024-08
TATASTEEL,150.28,2024-08-08 05:30:00,153.44,150.0,2024-08,153.4,51858615,2024-08
TATASTEEL,151.81,2024-08-09 05:30:00,153.0,151.25,2024-08,153.0,23290101,2024-08
TATASTEEL,152.06,2024-08-12 05:30:00,153.4,149.88,2024-08,151.0,30550334,2024-08
TATASTEEL,148.88,2024-08-13 05:30:00,152.95,148.5,2024-08,152.1,29396493,2024-08
TATASTEEL,146.17,2024-08-14 05:30:00,149.9,142.35,2024-08,149.9,97911180,2024-08
TATASTEEL,149.52,2024-08-16 05:30:00,150.0,146.46,2024-08,148.0,54131721,2024-08
TATASTEEL,153.96,2024-08-19 05:30:00,154.3,150.39,2024-08,150.85,62889770,2024-08
TATASTEEL,153.93,2024-08-20 05:30:00,155.7,152.8,2024-08,155.7,37559016,2024-08
TATASTEEL,151.92,2024-08-21 05:30:00,154.18,151.77,2024-08,153.0,49749381,2024-08
TATASTEEL,154.14,2024-08-22 05:30:00,154.35,152.51,2024-08,152.51,36719176,2024-08
TATASTEEL,154.2,2024-08-23 05:30:00,154.39,152.55,2024-08,154.0,31490857,2024-08
TATASTEEL,155.7,2024-08-26 05:30:00,156.4,153.7,2024-08,154.61,32497603,2024-08
TATASTEEL,154.7,2024-08-27 05:30:00,156.5,154.6,2024-08,155.8,24523684,2024-08
TATASTEEL,153.7,2024-08-28 05:30:00,155.0,153.05,2024-08,154.7,25195197,2024-08
TATASTEEL,152.97,2024-08-29 05:30:00,153.56,151.2,2024-08,153.21,44452983,2024-08
TATASTEEL,152.76,2024-08-30 05:30:00,155.25,152.47,2024-08,153.0,55134023,2024-08
TATASTEEL,152.88,2024-09-02 05:30:00,153.9,152.14,2024-09,153.9,19200143,2024-09
TATASTEEL,152.15,2024-09-03 05:30:00,153.45,152.01,2024-09,152.84,19780066,2024-09
TATASTEEL,151.18,2024-09-04 05:30:00,152.18,149.16,2024-09,149.5,39613696,2024-09
TATASTEEL,151.72,2024-09-05 05:30:00,152.79,151.0,2024-09,151.0,28347324,2024-09
TATASTEEL,151.22,2024-09-06 05:30:00,152.9,149.65,2024-09,151.94,30709532,2024-09
TATASTEEL,149.47,2024-09-09 05:30:00,150.9,148.05,2024-09,150.9,32624586,2024-09
TATASTEEL,149.42,2024-09-10 05:30:00,151.59,148.81,2024-09,150.5,41607844,2024-09
TATASTEEL,148.17,2024-09-11 05:30:00,150.2,147.62,2024-09,149.9,24633287,2024-09
TATASTEEL,151.74,2024-09-12 05:30:00,152.44,148.75,2024-09,152.0,73191476,2024-09
TATASTEEL,153.49,2024-09-13 05:30:00,155.4,152.5,2024-09,152.78,54894255,2024-09
TATASTEEL,154.21,2024-09-16 05:30:00,155.66,153.5,2024-09,155.0,32575460,2024-09
TATASTEEL,152.82,2024-09-17 05:30:00,154.24,152.27,2024-09,154.0,18275113,2024-09
TATASTEEL,150.6,2024-09-18 05:30:00,152.98,149.61,2024-09,152.4,24856345,2024-09
TATASTEEL,149.54,2024-09-19 05:30:00,152.19,147.79,2024-09,151.89,36913781,2024-09
TATASTEEL,152.02,2024-09-20 05:30:00,153.34,150.65,2024-09,151.0,53873369,2024-09
TATASTEEL,153.99,2024-09-23 05:30:00,154.39,152.8,2024-09,154.38,33281905,2024-09
TATASTEEL,160.53,2024-09-24 05:30:00,161.5,154.85,2024-09,155.15,137414352,2024-09
TATASTEEL,161.66,2024-09-25 05:30:00,162.69,159.52,2024-09,161.5,58044967,2024-09
TATASTEEL,165.61,2024-09-26 05:30:00,165.9,160.48,2024-09,162.0,88661662,2024-09
TATASTEEL,166.55,2024-09-27 05:30:00,169.01,165.89,2024-09,167.0,72795668,2024-09
TATASTEEL,168.55,2024-09-30 05:30:00,170.18,167.26,2024-09,167.5,92381529,2024-09
TATASTEEL,167.03,2024-10-01 05:30:00,169.49,165.1,2024-10,169.49,50761579,2024-10
TATASTEEL,166.98,2024-10-03 05:30:00,169.99,164.52,2024-10,165.5,75959797,2024-10
TATASTEEL,166.75,2024-10-04 05:30:00,169.1,164.0,2024-10,167.0,53880875,2024-10
TATASTEEL,164.36,2024-10-07 05:30:00,167.95,162.33,2024-10,167.1,48775098,2024-10
TATASTEEL,159.52,2024-10-08 05:30:00,163.59,156.7,2024-10,163.0,74956764,2024-10
TATASTEEL,159.06,2024-10-09 05:30:00,162.2,158.11,2024-10,159.52,42766218,2024-10
TATASTEEL,159.72,2024-10-10 05:30:00,161.18,156.6,2024-10,158.3,46507936,2024-10
TATASTEEL,160.66,2024-10-11 05:30:00,163.78,159.2,2024-10,159.3,53263433,2024-10
TATASTEEL,158.32,2024-10-14 05:30:00,163.38,158.04,2024-10,161.88,35566857,2024-10
TATASTEEL,155.63,2024-10-15 05:30:00,159.53,155.05,2024-10,159.5,38964393,2024-10
TATASTEEL,155.24,2024-10-16 05:30:00,156.55,154.02,2024-10,155.19,28518262,2024-10
TATASTEEL,152.4,2024-10-17 05:30:00,156.3,152.1,2024-10,155.65,28404223,2024-10
TATASTEEL,155.39,2024-10-18 05:30:00,156.2,151.1,2024-10,152.4,34750795,2024-10
TATASTEEL,155.03,2024-10-21 05:30:00,157.93,154.59,2024-10,156.1,25799090,2024-10
TATASTEEL,150.39,2024-10-22 05:30:00,154.9,150.1,2024-10,154.9,39079846,2024-10
TATASTEEL,148.78,2024-10-23 05:30:00,151.95,148.05,2024-10,150.3,42107893,2024-10
TATASTEEL,148.98,2024-10-24 05:30:00,149.83,148.01,2024-10,149.49,22115070,2024-10
TATASTEEL,145.86,2024-10-25 05:30:00,149.5,144.43,2024-10,149.0,39730802,2024-10
TATASTEEL,149.38,2024-10-28 05:30:00,149.73,144.73,2024-10,146.0,28386897,2024-10
TATASTEEL,150.06,2024-10-29 05:30:00,150.45,146.55,2024-10,149.85,32258407,2024-10
TATASTEEL,148.97,2024-10-30 05:30:00,150.95,148.1,2024-10,148.1,21362130,2024-10
TATASTEEL,148.56,2024-10-31 05:30:00,149.95,148.2,2024-10,149.08,26383702,2024-10
TATASTEEL,149.75,2024-11-01 05:30:00,150.25,149.0,2024-11,149.66,5106804,2024-11
TATASTEEL,146.95,2024-11-04 05:30:00,150.0,145.1,2024-11,150.0,25571021,2024-11
TATASTEEL,152.29,2024-11-05 05:30:00,152.55,146.95,2024-11,147.0,42772283,2024-11
